plate_key,population,plate,well,temperature
1,25,1,B02,34
1,25,2,B02,34
1,25,3,B02,34
1,25,4,B02,34
1,25,5,B02,34
1,25,6,B02,34
1,25,7,B02,34
1,25,22,B02,40
1,25,23,B02,40
1,25,24,B02,40
1,25,25,B02,40
1,25,26,B02,40
1,25,27,B02,40
1,25,28,B02,40
1,25,43,B02,28
1,25,44,B02,28
1,25,45,B02,28
1,25,46,B02,28
1,25,47,B02,28
1,25,48,B02,28
1,25,49,B02,28
1,25,64,B02,22
1,25,65,B02,22
1,25,66,B02,22
1,25,67,B02,22
1,25,68,B02,22
1,25,69,B02,22
1,25,70,B02,22
1,25,85,B02,16
1,25,86,B02,16
1,25,87,B02,16
1,25,88,B02,16
1,25,89,B02,16
1,25,90,B02,16
1,25,91,B02,16
1,25,106,B02,10
1,25,107,B02,10
1,25,108,B02,10
1,25,109,B02,10
1,25,110,B02,10
1,25,111,B02,10
1,25,112,B02,10
1,19,1,B03,34
1,19,2,B03,34
1,19,3,B03,34
1,19,4,B03,34
1,19,5,B03,34
1,19,6,B03,34
1,19,7,B03,34
1,19,22,B03,40
1,19,23,B03,40
1,19,24,B03,40
1,19,25,B03,40
1,19,26,B03,40
1,19,27,B03,40
1,19,28,B03,40
1,19,43,B03,28
1,19,44,B03,28
1,19,45,B03,28
1,19,46,B03,28
1,19,47,B03,28
1,19,48,B03,28
1,19,49,B03,28
1,19,64,B03,22
1,19,65,B03,22
1,19,66,B03,22
1,19,67,B03,22
1,19,68,B03,22
1,19,69,B03,22
1,19,70,B03,22
1,19,85,B03,16
1,19,86,B03,16
1,19,87,B03,16
1,19,88,B03,16
1,19,89,B03,16
1,19,90,B03,16
1,19,91,B03,16
1,19,106,B03,10
1,19,107,B03,10
1,19,108,B03,10
1,19,109,B03,10
1,19,110,B03,10
1,19,111,B03,10
1,19,112,B03,10
1,14,1,B04,34
1,14,2,B04,34
1,14,3,B04,34
1,14,4,B04,34
1,14,5,B04,34
1,14,6,B04,34
1,14,7,B04,34
1,14,22,B04,40
1,14,23,B04,40
1,14,24,B04,40
1,14,25,B04,40
1,14,26,B04,40
1,14,27,B04,40
1,14,28,B04,40
1,14,43,B04,28
1,14,44,B04,28
1,14,45,B04,28
1,14,46,B04,28
1,14,47,B04,28
1,14,48,B04,28
1,14,49,B04,28
1,14,64,B04,22
1,14,65,B04,22
1,14,66,B04,22
1,14,67,B04,22
1,14,68,B04,22
1,14,69,B04,22
1,14,70,B04,22
1,14,85,B04,16
1,14,86,B04,16
1,14,87,B04,16
1,14,88,B04,16
1,14,89,B04,16
1,14,90,B04,16
1,14,91,B04,16
1,14,106,B04,10
1,14,107,B04,10
1,14,108,B04,10
1,14,109,B04,10
1,14,110,B04,10
1,14,111,B04,10
1,14,112,B04,10
1,8,1,B05,34
1,8,2,B05,34
1,8,3,B05,34
1,8,4,B05,34
1,8,5,B05,34
1,8,6,B05,34
1,8,7,B05,34
1,8,22,B05,40
1,8,23,B05,40
1,8,24,B05,40
1,8,25,B05,40
1,8,26,B05,40
1,8,27,B05,40
1,8,28,B05,40
1,8,43,B05,28
1,8,44,B05,28
1,8,45,B05,28
1,8,46,B05,28
1,8,47,B05,28
1,8,48,B05,28
1,8,49,B05,28
1,8,64,B05,22
1,8,65,B05,22
1,8,66,B05,22
1,8,67,B05,22
1,8,68,B05,22
1,8,69,B05,22
1,8,70,B05,22
1,8,85,B05,16
1,8,86,B05,16
1,8,87,B05,16
1,8,88,B05,16
1,8,89,B05,16
1,8,90,B05,16
1,8,91,B05,16
1,8,106,B05,10
1,8,107,B05,10
1,8,108,B05,10
1,8,109,B05,10
1,8,110,B05,10
1,8,111,B05,10
1,8,112,B05,10
1,23,1,B06,34
1,23,2,B06,34
1,23,3,B06,34
1,23,4,B06,34
1,23,5,B06,34
1,23,6,B06,34
1,23,7,B06,34
1,23,22,B06,40
1,23,23,B06,40
1,23,24,B06,40
1,23,25,B06,40
1,23,26,B06,40
1,23,27,B06,40
1,23,28,B06,40
1,23,43,B06,28
1,23,44,B06,28
1,23,45,B06,28
1,23,46,B06,28
1,23,47,B06,28
1,23,48,B06,28
1,23,49,B06,28
1,23,64,B06,22
1,23,65,B06,22
1,23,66,B06,22
1,23,67,B06,22
1,23,68,B06,22
1,23,69,B06,22
1,23,70,B06,22
1,23,85,B06,16
1,23,86,B06,16
1,23,87,B06,16
1,23,88,B06,16
1,23,89,B06,16
1,23,90,B06,16
1,23,91,B06,16
1,23,106,B06,10
1,23,107,B06,10
1,23,108,B06,10
1,23,109,B06,10
1,23,110,B06,10
1,23,111,B06,10
1,23,112,B06,10
1,11,1,B07,34
1,11,2,B07,34
1,11,3,B07,34
1,11,4,B07,34
1,11,5,B07,34
1,11,6,B07,34
1,11,7,B07,34
1,11,22,B07,40
1,11,23,B07,40
1,11,24,B07,40
1,11,25,B07,40
1,11,26,B07,40
1,11,27,B07,40
1,11,28,B07,40
1,11,43,B07,28
1,11,44,B07,28
1,11,45,B07,28
1,11,46,B07,28
1,11,47,B07,28
1,11,48,B07,28
1,11,49,B07,28
1,11,64,B07,22
1,11,65,B07,22
1,11,66,B07,22
1,11,67,B07,22
1,11,68,B07,22
1,11,69,B07,22
1,11,70,B07,22
1,11,85,B07,16
1,11,86,B07,16
1,11,87,B07,16
1,11,88,B07,16
1,11,89,B07,16
1,11,90,B07,16
1,11,91,B07,16
1,11,106,B07,10
1,11,107,B07,10
1,11,108,B07,10
1,11,109,B07,10
1,11,110,B07,10
1,11,111,B07,10
1,11,112,B07,10
1,anc5,1,B08,34
1,anc5,2,B08,34
1,anc5,3,B08,34
1,anc5,4,B08,34
1,anc5,5,B08,34
1,anc5,6,B08,34
1,anc5,7,B08,34
1,anc5,22,B08,40
1,anc5,23,B08,40
1,anc5,24,B08,40
1,anc5,25,B08,40
1,anc5,26,B08,40
1,anc5,27,B08,40
1,anc5,28,B08,40
1,anc5,43,B08,28
1,anc5,44,B08,28
1,anc5,45,B08,28
1,anc5,46,B08,28
1,anc5,47,B08,28
1,anc5,48,B08,28
1,anc5,49,B08,28
1,anc5,64,B08,22
1,anc5,65,B08,22
1,anc5,66,B08,22
1,anc5,67,B08,22
1,anc5,68,B08,22
1,anc5,69,B08,22
1,anc5,70,B08,22
1,anc5,85,B08,16
1,anc5,86,B08,16
1,anc5,87,B08,16
1,anc5,88,B08,16
1,anc5,89,B08,16
1,anc5,90,B08,16
1,anc5,91,B08,16
1,anc5,106,B08,10
1,anc5,107,B08,10
1,anc5,108,B08,10
1,anc5,109,B08,10
1,anc5,110,B08,10
1,anc5,111,B08,10
1,anc5,112,B08,10
1,1,1,B09,34
1,1,2,B09,34
1,1,3,B09,34
1,1,4,B09,34
1,1,5,B09,34
1,1,6,B09,34
1,1,7,B09,34
1,1,22,B09,40
1,1,23,B09,40
1,1,24,B09,40
1,1,25,B09,40
1,1,26,B09,40
1,1,27,B09,40
1,1,28,B09,40
1,1,43,B09,28
1,1,44,B09,28
1,1,45,B09,28
1,1,46,B09,28
1,1,47,B09,28
1,1,48,B09,28
1,1,49,B09,28
1,1,64,B09,22
1,1,65,B09,22
1,1,66,B09,22
1,1,67,B09,22
1,1,68,B09,22
1,1,69,B09,22
1,1,70,B09,22
1,1,85,B09,16
1,1,86,B09,16
1,1,87,B09,16
1,1,88,B09,16
1,1,89,B09,16
1,1,90,B09,16
1,1,91,B09,16
1,1,106,B09,10
1,1,107,B09,10
1,1,108,B09,10
1,1,109,B09,10
1,1,110,B09,10
1,1,111,B09,10
1,1,112,B09,10
1,cc1629,1,B10,34
1,cc1629,2,B10,34
1,cc1629,3,B10,34
1,cc1629,4,B10,34
1,cc1629,5,B10,34
1,cc1629,6,B10,34
1,cc1629,7,B10,34
1,cc1629,22,B10,40
1,cc1629,23,B10,40
1,cc1629,24,B10,40
1,cc1629,25,B10,40
1,cc1629,26,B10,40
1,cc1629,27,B10,40
1,cc1629,28,B10,40
1,cc1629,43,B10,28
1,cc1629,44,B10,28
1,cc1629,45,B10,28
1,cc1629,46,B10,28
1,cc1629,47,B10,28
1,cc1629,48,B10,28
1,cc1629,49,B10,28
1,cc1629,64,B10,22
1,cc1629,65,B10,22
1,cc1629,66,B10,22
1,cc1629,67,B10,22
1,cc1629,68,B10,22
1,cc1629,69,B10,22
1,cc1629,70,B10,22
1,cc1629,85,B10,16
1,cc1629,86,B10,16
1,cc1629,87,B10,16
1,cc1629,88,B10,16
1,cc1629,89,B10,16
1,cc1629,90,B10,16
1,cc1629,91,B10,16
1,cc1629,106,B10,10
1,cc1629,107,B10,10
1,cc1629,108,B10,10
1,cc1629,109,B10,10
1,cc1629,110,B10,10
1,cc1629,111,B10,10
1,cc1629,112,B10,10
1,24,1,B11,34
1,24,2,B11,34
1,24,3,B11,34
1,24,4,B11,34
1,24,5,B11,34
1,24,6,B11,34
1,24,7,B11,34
1,24,22,B11,40
1,24,23,B11,40
1,24,24,B11,40
1,24,25,B11,40
1,24,26,B11,40
1,24,27,B11,40
1,24,28,B11,40
1,24,43,B11,28
1,24,44,B11,28
1,24,45,B11,28
1,24,46,B11,28
1,24,47,B11,28
1,24,48,B11,28
1,24,49,B11,28
1,24,64,B11,22
1,24,65,B11,22
1,24,66,B11,22
1,24,67,B11,22
1,24,68,B11,22
1,24,69,B11,22
1,24,70,B11,22
1,24,85,B11,16
1,24,86,B11,16
1,24,87,B11,16
1,24,88,B11,16
1,24,89,B11,16
1,24,90,B11,16
1,24,91,B11,16
1,24,106,B11,10
1,24,107,B11,10
1,24,108,B11,10
1,24,109,B11,10
1,24,110,B11,10
1,24,111,B11,10
1,24,112,B11,10
1,6,1,C02,34
1,6,2,C02,34
1,6,3,C02,34
1,6,4,C02,34
1,6,5,C02,34
1,6,6,C02,34
1,6,7,C02,34
1,6,22,C02,40
1,6,23,C02,40
1,6,24,C02,40
1,6,25,C02,40
1,6,26,C02,40
1,6,27,C02,40
1,6,28,C02,40
1,6,43,C02,28
1,6,44,C02,28
1,6,45,C02,28
1,6,46,C02,28
1,6,47,C02,28
1,6,48,C02,28
1,6,49,C02,28
1,6,64,C02,22
1,6,65,C02,22
1,6,66,C02,22
1,6,67,C02,22
1,6,68,C02,22
1,6,69,C02,22
1,6,70,C02,22
1,6,85,C02,16
1,6,86,C02,16
1,6,87,C02,16
1,6,88,C02,16
1,6,89,C02,16
1,6,90,C02,16
1,6,91,C02,16
1,6,106,C02,10
1,6,107,C02,10
1,6,108,C02,10
1,6,109,C02,10
1,6,110,C02,10
1,6,111,C02,10
1,6,112,C02,10
1,33,1,C03,34
1,33,2,C03,34
1,33,3,C03,34
1,33,4,C03,34
1,33,5,C03,34
1,33,6,C03,34
1,33,7,C03,34
1,33,22,C03,40
1,33,23,C03,40
1,33,24,C03,40
1,33,25,C03,40
1,33,26,C03,40
1,33,27,C03,40
1,33,28,C03,40
1,33,43,C03,28
1,33,44,C03,28
1,33,45,C03,28
1,33,46,C03,28
1,33,47,C03,28
1,33,48,C03,28
1,33,49,C03,28
1,33,64,C03,22
1,33,65,C03,22
1,33,66,C03,22
1,33,67,C03,22
1,33,68,C03,22
1,33,69,C03,22
1,33,70,C03,22
1,33,85,C03,16
1,33,86,C03,16
1,33,87,C03,16
1,33,88,C03,16
1,33,89,C03,16
1,33,90,C03,16
1,33,91,C03,16
1,33,106,C03,10
1,33,107,C03,10
1,33,108,C03,10
1,33,109,C03,10
1,33,110,C03,10
1,33,111,C03,10
1,33,112,C03,10
1,32,1,C04,34
1,32,2,C04,34
1,32,3,C04,34
1,32,4,C04,34
1,32,5,C04,34
1,32,6,C04,34
1,32,7,C04,34
1,32,22,C04,40
1,32,23,C04,40
1,32,24,C04,40
1,32,25,C04,40
1,32,26,C04,40
1,32,27,C04,40
1,32,28,C04,40
1,32,43,C04,28
1,32,44,C04,28
1,32,45,C04,28
1,32,46,C04,28
1,32,47,C04,28
1,32,48,C04,28
1,32,49,C04,28
1,32,64,C04,22
1,32,65,C04,22
1,32,66,C04,22
1,32,67,C04,22
1,32,68,C04,22
1,32,69,C04,22
1,32,70,C04,22
1,32,85,C04,16
1,32,86,C04,16
1,32,87,C04,16
1,32,88,C04,16
1,32,89,C04,16
1,32,90,C04,16
1,32,91,C04,16
1,32,106,C04,10
1,32,107,C04,10
1,32,108,C04,10
1,32,109,C04,10
1,32,110,C04,10
1,32,111,C04,10
1,32,112,C04,10
1,25,1,C05,34
1,25,2,C05,34
1,25,3,C05,34
1,25,4,C05,34
1,25,5,C05,34
1,25,6,C05,34
1,25,7,C05,34
1,25,22,C05,40
1,25,23,C05,40
1,25,24,C05,40
1,25,25,C05,40
1,25,26,C05,40
1,25,27,C05,40
1,25,28,C05,40
1,25,43,C05,28
1,25,44,C05,28
1,25,45,C05,28
1,25,46,C05,28
1,25,47,C05,28
1,25,48,C05,28
1,25,49,C05,28
1,25,64,C05,22
1,25,65,C05,22
1,25,66,C05,22
1,25,67,C05,22
1,25,68,C05,22
1,25,69,C05,22
1,25,70,C05,22
1,25,85,C05,16
1,25,86,C05,16
1,25,87,C05,16
1,25,88,C05,16
1,25,89,C05,16
1,25,90,C05,16
1,25,91,C05,16
1,25,106,C05,10
1,25,107,C05,10
1,25,108,C05,10
1,25,109,C05,10
1,25,110,C05,10
1,25,111,C05,10
1,25,112,C05,10
1,1,1,C06,34
1,1,2,C06,34
1,1,3,C06,34
1,1,4,C06,34
1,1,5,C06,34
1,1,6,C06,34
1,1,7,C06,34
1,1,22,C06,40
1,1,23,C06,40
1,1,24,C06,40
1,1,25,C06,40
1,1,26,C06,40
1,1,27,C06,40
1,1,28,C06,40
1,1,43,C06,28
1,1,44,C06,28
1,1,45,C06,28
1,1,46,C06,28
1,1,47,C06,28
1,1,48,C06,28
1,1,49,C06,28
1,1,64,C06,22
1,1,65,C06,22
1,1,66,C06,22
1,1,67,C06,22
1,1,68,C06,22
1,1,69,C06,22
1,1,70,C06,22
1,1,85,C06,16
1,1,86,C06,16
1,1,87,C06,16
1,1,88,C06,16
1,1,89,C06,16
1,1,90,C06,16
1,1,91,C06,16
1,1,106,C06,10
1,1,107,C06,10
1,1,108,C06,10
1,1,109,C06,10
1,1,110,C06,10
1,1,111,C06,10
1,1,112,C06,10
1,11,1,C07,34
1,11,2,C07,34
1,11,3,C07,34
1,11,4,C07,34
1,11,5,C07,34
1,11,6,C07,34
1,11,7,C07,34
1,11,22,C07,40
1,11,23,C07,40
1,11,24,C07,40
1,11,25,C07,40
1,11,26,C07,40
1,11,27,C07,40
1,11,28,C07,40
1,11,43,C07,28
1,11,44,C07,28
1,11,45,C07,28
1,11,46,C07,28
1,11,47,C07,28
1,11,48,C07,28
1,11,49,C07,28
1,11,64,C07,22
1,11,65,C07,22
1,11,66,C07,22
1,11,67,C07,22
1,11,68,C07,22
1,11,69,C07,22
1,11,70,C07,22
1,11,85,C07,16
1,11,86,C07,16
1,11,87,C07,16
1,11,88,C07,16
1,11,89,C07,16
1,11,90,C07,16
1,11,91,C07,16
1,11,106,C07,10
1,11,107,C07,10
1,11,108,C07,10
1,11,109,C07,10
1,11,110,C07,10
1,11,111,C07,10
1,11,112,C07,10
1,cc1629,1,C08,34
1,cc1629,2,C08,34
1,cc1629,3,C08,34
1,cc1629,4,C08,34
1,cc1629,5,C08,34
1,cc1629,6,C08,34
1,cc1629,7,C08,34
1,cc1629,22,C08,40
1,cc1629,23,C08,40
1,cc1629,24,C08,40
1,cc1629,25,C08,40
1,cc1629,26,C08,40
1,cc1629,27,C08,40
1,cc1629,28,C08,40
1,cc1629,43,C08,28
1,cc1629,44,C08,28
1,cc1629,45,C08,28
1,cc1629,46,C08,28
1,cc1629,47,C08,28
1,cc1629,48,C08,28
1,cc1629,49,C08,28
1,cc1629,64,C08,22
1,cc1629,65,C08,22
1,cc1629,66,C08,22
1,cc1629,67,C08,22
1,cc1629,68,C08,22
1,cc1629,69,C08,22
1,cc1629,70,C08,22
1,cc1629,85,C08,16
1,cc1629,86,C08,16
1,cc1629,87,C08,16
1,cc1629,88,C08,16
1,cc1629,89,C08,16
1,cc1629,90,C08,16
1,cc1629,91,C08,16
1,cc1629,106,C08,10
1,cc1629,107,C08,10
1,cc1629,108,C08,10
1,cc1629,109,C08,10
1,cc1629,110,C08,10
1,cc1629,111,C08,10
1,cc1629,112,C08,10
1,6,1,C09,34
1,6,2,C09,34
1,6,3,C09,34
1,6,4,C09,34
1,6,5,C09,34
1,6,6,C09,34
1,6,7,C09,34
1,6,22,C09,40
1,6,23,C09,40
1,6,24,C09,40
1,6,25,C09,40
1,6,26,C09,40
1,6,27,C09,40
1,6,28,C09,40
1,6,43,C09,28
1,6,44,C09,28
1,6,45,C09,28
1,6,46,C09,28
1,6,47,C09,28
1,6,48,C09,28
1,6,49,C09,28
1,6,64,C09,22
1,6,65,C09,22
1,6,66,C09,22
1,6,67,C09,22
1,6,68,C09,22
1,6,69,C09,22
1,6,70,C09,22
1,6,85,C09,16
1,6,86,C09,16
1,6,87,C09,16
1,6,88,C09,16
1,6,89,C09,16
1,6,90,C09,16
1,6,91,C09,16
1,6,106,C09,10
1,6,107,C09,10
1,6,108,C09,10
1,6,109,C09,10
1,6,110,C09,10
1,6,111,C09,10
1,6,112,C09,10
1,23,1,C10,34
1,23,2,C10,34
1,23,3,C10,34
1,23,4,C10,34
1,23,5,C10,34
1,23,6,C10,34
1,23,7,C10,34
1,23,22,C10,40
1,23,23,C10,40
1,23,24,C10,40
1,23,25,C10,40
1,23,26,C10,40
1,23,27,C10,40
1,23,28,C10,40
1,23,43,C10,28
1,23,44,C10,28
1,23,45,C10,28
1,23,46,C10,28
1,23,47,C10,28
1,23,48,C10,28
1,23,49,C10,28
1,23,64,C10,22
1,23,65,C10,22
1,23,66,C10,22
1,23,67,C10,22
1,23,68,C10,22
1,23,69,C10,22
1,23,70,C10,22
1,23,85,C10,16
1,23,86,C10,16
1,23,87,C10,16
1,23,88,C10,16
1,23,89,C10,16
1,23,90,C10,16
1,23,91,C10,16
1,23,106,C10,10
1,23,107,C10,10
1,23,108,C10,10
1,23,109,C10,10
1,23,110,C10,10
1,23,111,C10,10
1,23,112,C10,10
1,anc5,1,C11,34
1,anc5,2,C11,34
1,anc5,3,C11,34
1,anc5,4,C11,34
1,anc5,5,C11,34
1,anc5,6,C11,34
1,anc5,7,C11,34
1,anc5,22,C11,40
1,anc5,23,C11,40
1,anc5,24,C11,40
1,anc5,25,C11,40
1,anc5,26,C11,40
1,anc5,27,C11,40
1,anc5,28,C11,40
1,anc5,43,C11,28
1,anc5,44,C11,28
1,anc5,45,C11,28
1,anc5,46,C11,28
1,anc5,47,C11,28
1,anc5,48,C11,28
1,anc5,49,C11,28
1,anc5,64,C11,22
1,anc5,65,C11,22
1,anc5,66,C11,22
1,anc5,67,C11,22
1,anc5,68,C11,22
1,anc5,69,C11,22
1,anc5,70,C11,22
1,anc5,85,C11,16
1,anc5,86,C11,16
1,anc5,87,C11,16
1,anc5,88,C11,16
1,anc5,89,C11,16
1,anc5,90,C11,16
1,anc5,91,C11,16
1,anc5,106,C11,10
1,anc5,107,C11,10
1,anc5,108,C11,10
1,anc5,109,C11,10
1,anc5,110,C11,10
1,anc5,111,C11,10
1,anc5,112,C11,10
1,24,1,D02,34
1,24,2,D02,34
1,24,3,D02,34
1,24,4,D02,34
1,24,5,D02,34
1,24,6,D02,34
1,24,7,D02,34
1,24,22,D02,40
1,24,23,D02,40
1,24,24,D02,40
1,24,25,D02,40
1,24,26,D02,40
1,24,27,D02,40
1,24,28,D02,40
1,24,43,D02,28
1,24,44,D02,28
1,24,45,D02,28
1,24,46,D02,28
1,24,47,D02,28
1,24,48,D02,28
1,24,49,D02,28
1,24,64,D02,22
1,24,65,D02,22
1,24,66,D02,22
1,24,67,D02,22
1,24,68,D02,22
1,24,69,D02,22
1,24,70,D02,22
1,24,85,D02,16
1,24,86,D02,16
1,24,87,D02,16
1,24,88,D02,16
1,24,89,D02,16
1,24,90,D02,16
1,24,91,D02,16
1,24,106,D02,10
1,24,107,D02,10
1,24,108,D02,10
1,24,109,D02,10
1,24,110,D02,10
1,24,111,D02,10
1,24,112,D02,10
1,8,1,D03,34
1,8,2,D03,34
1,8,3,D03,34
1,8,4,D03,34
1,8,5,D03,34
1,8,6,D03,34
1,8,7,D03,34
1,8,22,D03,40
1,8,23,D03,40
1,8,24,D03,40
1,8,25,D03,40
1,8,26,D03,40
1,8,27,D03,40
1,8,28,D03,40
1,8,43,D03,28
1,8,44,D03,28
1,8,45,D03,28
1,8,46,D03,28
1,8,47,D03,28
1,8,48,D03,28
1,8,49,D03,28
1,8,64,D03,22
1,8,65,D03,22
1,8,66,D03,22
1,8,67,D03,22
1,8,68,D03,22
1,8,69,D03,22
1,8,70,D03,22
1,8,85,D03,16
1,8,86,D03,16
1,8,87,D03,16
1,8,88,D03,16
1,8,89,D03,16
1,8,90,D03,16
1,8,91,D03,16
1,8,106,D03,10
1,8,107,D03,10
1,8,108,D03,10
1,8,109,D03,10
1,8,110,D03,10
1,8,111,D03,10
1,8,112,D03,10
1,19,1,D04,34
1,19,2,D04,34
1,19,3,D04,34
1,19,4,D04,34
1,19,5,D04,34
1,19,6,D04,34
1,19,7,D04,34
1,19,22,D04,40
1,19,23,D04,40
1,19,24,D04,40
1,19,25,D04,40
1,19,26,D04,40
1,19,27,D04,40
1,19,28,D04,40
1,19,43,D04,28
1,19,44,D04,28
1,19,45,D04,28
1,19,46,D04,28
1,19,47,D04,28
1,19,48,D04,28
1,19,49,D04,28
1,19,64,D04,22
1,19,65,D04,22
1,19,66,D04,22
1,19,67,D04,22
1,19,68,D04,22
1,19,69,D04,22
1,19,70,D04,22
1,19,85,D04,16
1,19,86,D04,16
1,19,87,D04,16
1,19,88,D04,16
1,19,89,D04,16
1,19,90,D04,16
1,19,91,D04,16
1,19,106,D04,10
1,19,107,D04,10
1,19,108,D04,10
1,19,109,D04,10
1,19,110,D04,10
1,19,111,D04,10
1,19,112,D04,10
1,33,1,D05,34
1,33,2,D05,34
1,33,3,D05,34
1,33,4,D05,34
1,33,5,D05,34
1,33,6,D05,34
1,33,7,D05,34
1,33,22,D05,40
1,33,23,D05,40
1,33,24,D05,40
1,33,25,D05,40
1,33,26,D05,40
1,33,27,D05,40
1,33,28,D05,40
1,33,43,D05,28
1,33,44,D05,28
1,33,45,D05,28
1,33,46,D05,28
1,33,47,D05,28
1,33,48,D05,28
1,33,49,D05,28
1,33,64,D05,22
1,33,65,D05,22
1,33,66,D05,22
1,33,67,D05,22
1,33,68,D05,22
1,33,69,D05,22
1,33,70,D05,22
1,33,85,D05,16
1,33,86,D05,16
1,33,87,D05,16
1,33,88,D05,16
1,33,89,D05,16
1,33,90,D05,16
1,33,91,D05,16
1,33,106,D05,10
1,33,107,D05,10
1,33,108,D05,10
1,33,109,D05,10
1,33,110,D05,10
1,33,111,D05,10
1,33,112,D05,10
1,14,1,D06,34
1,14,2,D06,34
1,14,3,D06,34
1,14,4,D06,34
1,14,5,D06,34
1,14,6,D06,34
1,14,7,D06,34
1,14,22,D06,40
1,14,23,D06,40
1,14,24,D06,40
1,14,25,D06,40
1,14,26,D06,40
1,14,27,D06,40
1,14,28,D06,40
1,14,43,D06,28
1,14,44,D06,28
1,14,45,D06,28
1,14,46,D06,28
1,14,47,D06,28
1,14,48,D06,28
1,14,49,D06,28
1,14,64,D06,22
1,14,65,D06,22
1,14,66,D06,22
1,14,67,D06,22
1,14,68,D06,22
1,14,69,D06,22
1,14,70,D06,22
1,14,85,D06,16
1,14,86,D06,16
1,14,87,D06,16
1,14,88,D06,16
1,14,89,D06,16
1,14,90,D06,16
1,14,91,D06,16
1,14,106,D06,10
1,14,107,D06,10
1,14,108,D06,10
1,14,109,D06,10
1,14,110,D06,10
1,14,111,D06,10
1,14,112,D06,10
1,32,1,D07,34
1,32,2,D07,34
1,32,3,D07,34
1,32,4,D07,34
1,32,5,D07,34
1,32,6,D07,34
1,32,7,D07,34
1,32,22,D07,40
1,32,23,D07,40
1,32,24,D07,40
1,32,25,D07,40
1,32,26,D07,40
1,32,27,D07,40
1,32,28,D07,40
1,32,43,D07,28
1,32,44,D07,28
1,32,45,D07,28
1,32,46,D07,28
