population,treatment,ancestor_id,topt,tmin,tmax,rsqr,a,b,w,s
1,N,anc2,33.28113606316601,-4.457800482276077,39.9719789687519,0.9883047429565084,-2.383680809055427,0.1229601681636438,44.429779451027976,-2.1830769459807393
10,L,anc2,32.999596313442105,-54.00249683002877,39.997958310066856,0.8660648652161643,-2.3978197826472587,0.13139660298299974,94.00045514009562,-1.3327199304548836
11,N,anc4,32.55280920009162,-10.189822864403716,39.89186763594698,0.9709463094712182,-2.0763019831659055,0.11286141576791757,50.081690500350696,-1.849067688223758
14,S,anc2,34.744735929575235,-48.39678756994747,40.06033167154696,0.8601349976975667,-3.3722112595419462,0.17609798370446053,88.45711924149442,-0.7446442593511974
15,S,anc4,33.3362007137574,-43.63218919356232,40.034307446163666,0.868454194027049,-2.2748155782151604,0.1363035723598872,83.66649663972598,-0.9609640848801664
16,B,anc5,34.6146232891665,-7.917166343386554,40.032946427022445,0.8889134498477027,-3.571400201986665,0.16104711950960598,47.95011277040899,-0.9780909220716413
17,P,anc2,34.33291719038453,-54.06712353740704,40.026676081380266,0.9292143917380689,-2.8888625179967136,0.16431868829671248,94.09379961878732,-1.093669430919058
18,S,anc5,34.255014984947074,-24.360968547860622,40.00548638698661,0.9562367756767605,-3.2796954698318075,0.1568385936031351,64.36645493484724,-1.6187644886113368
19,B,anc2,35.00640001184335,-27.928322170610215,40.00904496217805,0.9541694555753645,-3.876645933883271,0.18400477807285703,67.93736713278827,-1.3235876801888904
2,BS,anc3,34.85238833714027,-48.94256475277499,39.97293386032528,0.8477113947843322,-3.8939004176663374,0.18335779920811004,88.91549861310028,-0.9789834532684323
20,L,anc4,34.028635716193484,-44.95523930309302,39.95731958303818,0.9593636651784594,-3.0952572000140113,0.15601068776417196,84.91255888613121,-1.7806111860882132
21,B,anc4,34.690906096091,-37.85782701728824,40.03159557814653,0.8720167894698297,-3.3798156199903517,0.17345790339072192,77.88942259543477,-0.7654759267384714
22,C,cc1690,33.937842991781935,-34.867837941477944,40.00699317287078,0.9752572744483711,-2.6727044003290934,0.15023403014237754,74.87483111434872,-1.6674068333510543
23,L,anc5,35.29377601186846,-23.27066292508612,40.02735513858703,0.9330998702667357,-4.308772439708625,0.19418142705570887,63.298018063673155,-1.1474946506174715
24,C,anc4,33.36090749846481,-19.748328547751665,39.94544818153187,0.8935405452925689,-2.5970328785023007,0.13304176519590089,59.693776729283535,-1.1740547291476853
25,BS,anc2,32.915112870997866,2.8234301006977884,39.938943418994704,0.9561890390485608,-2.307185248466177,0.10914068123277751,37.11551331829691,-1.7257718266503366
26,L,anc3,33.66813861897153,-5.440475487127617,39.949519679113855,0.9670193445062563,-2.833222109149452,0.13363084403630685,45.38999516624148,-1.7714422222975696
27,N,anc3,25.904423187861248,6.375765450014652,39.5627730684066,0.6517890814176444,-0.16587513935771098,0.022008490165983014,33.18700761839195,-0.9279746793398899
28,P,anc5,31.69087012341309,3.9211332831427925,39.95738418747105,0.9133556481538179,-1.474965814420274,0.08495955096786972,36.03625090432827,-1.3018208040649635
29,P,anc3,30.969042155344972,4.987001928701253,39.88297482947714,0.9658015946283078,-1.163561526199139,0.073695805558312,34.895972900775895,-1.806343765486122
3,N,cc1690,33.51230427340787,13.9553860792295,39.956859196660126,0.9642170935054136,-1.993646863596488,0.1040369529939921,26.00147311743062,-1.3530710325693822
30,N,anc5,32.71764717993364,4.87826353890443,39.96934889041843,0.8975094656736178,-1.9517715967633782,0.10197833160652732,35.091085351513996,-1.1009243846251784
31,B,cc1690,33.26852750755396,-50.73162822042153,39.912157885518035,0.8702111762836005,-2.5868913616591205,0.13861537388476602,90.64378610593957,-1.2655729921623602
32,S,cc1690,33.58583121663404,10.56407202905092,39.87308149764401,0.9144623333763883,-2.6739697053531177,0.11561487560774354,29.309009468593096,-1.2983915481669202
33,L,cc1690,34.08187559677492,-56.09423549510892,40.01875686693662,0.9111541679024155,-2.8261891634838725,0.15734919367265768,96.11299236204553,-1.1610501490721377
35,BS,anc4,33.509326081301154,-14.293978336285463,39.93089018375944,0.9660572377575393,-2.7165030697823003,0.13480624461621876,54.2248685200449,-1.7593652510532973
4,S,anc3,35.40379550920964,-29.180325949489283,39.98730277458804,0.9462092863443663,-4.486104045417359,0.20268985673889883,69.16762872407733,-1.235981211522492
5,C,anc5,35.96118731678911,-25.62813663608293,39.98950658332907,0.8937249988139827,-5.638363201673137,0.23200590846367597,65.617643219412,-0.9898576251739851
6,P,cc1690,34.48770519917881,-43.46730150381463,40.02602147878422,0.9429275688868091,-3.0384415386656656,0.16773237872645125,83.49332298259885,-1.1328801705322575
7,B,anc3,34.658566036348496,-8.084381934883034,40.00378320990062,0.9690809016636784,-3.735246013062274,0.1636874653940164,48.08816514478365,-1.7407038590689936
8,P,anc4,31.475379349142433,8.641417802423145,39.96468071825409,0.9368616431097468,-0.8623614245178655,0.07400090785230404,31.323262915830938,-1.0704054498392481
9,BS,cc1690,32.021658715142365,8.648961036843115,39.91903780383053,0.9548451030525197,-1.5816663856179909,0.08383932470184265,31.270076766987415,-1.6489590333736661
anc2,none,anc2,32.89062513026311,0.48931736207657306,39.961467023597315,0.9537591629310352,-2.252085413539646,0.11056292294941474,39.47214966152074,-1.6543829657465106
anc3,none,anc3,33.4776835427358,10.830608592354633,39.94111387633037,0.9885191783279065,-2.287698090026224,0.11056079261716964,29.11050528397574,-2.124282266703414
anc4,none,anc4,33.64923923892721,-40.922437299759736,39.964400559674225,0.9671058460891233,-2.6529923190455245,0.14493916525010705,80.88683785943397,-1.7534398114002687
anc5,none,anc5,33.6053504718769,-46.63678645505786,39.92947990021876,0.8850949175553263,-2.6992375707276546,0.14566225075341838,86.56626635527662,-1.157022429701741
cc1629,none,cc1629,27.459449571231552,10.070089765950042,39.24569607603946,0.6403635468556701,-0.7113064059290145,0.02733822357228932,29.17560631008941,-1.125908978387135
cc1690,none,cc1690,33.95312589809797,-45.09142826398615,39.90879908370484,0.8578369838433946,-3.11922240926633,0.15525603844860533,85.000227347691,-1.1290033442755747
